City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
292,madalena,41.2162,-8.3345,13.5,86,99,1.64,PT,1706658676
293,argostolion,38.1811,20.489,9.04,65,20,6.69,GR,1706658676
294,naze,28.3667,129.4833,18.51,78,95,8.46,JP,1706658676
295,emerald,-23.5333,148.1667,26.86,87,96,2.36,AU,1706658677
296,cururupu,-1.8283,-44.8683,24.91,93,81,1.54,BR,1706658677
297,bardai,11.65,7.2333,20.03,19,59,5.72,NG,1706658677
298,dudinka,69.4058,86.1778,-17.99,84,88,9.39,RU,1706658677
299,qui nhon,13.7667,109.2333,21.06,90,55,2.3,VN,1706658677
300,kristiansund,63.1115,7.732,2.36,51,78,2.06,NO,1706658677
301,lashio,22.9333,97.75,9.9,75,100,0.64,MM,1706658678
302,tolanaro,-25.0319,46.9987,24.04,88,40,3.09,MG,1706658678
303,saipan,15.1355,145.701,26.39,69,75,6.17,MP,1706658678
304,tsiombe,-25.3,45.4833,23.38,81,92,6.81,MG,1706658678
305,naha,26.2125,127.6811,23.38,78,75,6.17,JP,1706658678
306,pitimbu,-7.4706,-34.8086,27.33,70,1,4.78,BR,1706658679
307,grande prairie,55.1667,-118.8027,7.1,53,20,8.23,CA,1706658466
308,itoman,26.1247,127.6694,23.43,78,75,6.17,JP,1706658679
309,bonthe,7.5264,-12.505,26.11,85,52,3.12,SL,1706658679
310,carutapera,-1.195,-46.02,26.3,84,95,2.98,BR,1706658680
311,santiago de cao,-7.9589,-79.2392,25.07,78,100,3.6,PE,1706658680
312,kuna,43.4918,-116.4201,15.31,66,0,3.09,US,1706658680
313,san sebastian de la gomera,28.0916,-17.1133,22.2,19,0,0.51,ES,1706658680
314,saint-pierre,-21.3393,55.4781,24.82,88,0,3.09,RE,1706658681
315,sandnessjoen,66.0217,12.6316,4.29,81,75,17.49,NO,1706658681
316,bodo,67.28,14.405,6.02,76,100,17.49,NO,1706658681
317,gamba,-2.65,10.0,26.44,89,100,1.76,GA,1706658681
318,christchurch,-43.5333,172.6333,24.74,62,20,9.77,NZ,1706658583
319,linghai,41.1653,121.3667,-13.06,75,86,5.05,CN,1706658682
320,sanya,18.2431,109.505,20.09,88,0,2.0,CN,1706658682
321,colares,38.7992,-9.4469,15.98,87,99,6.71,PT,1706658682
322,torghay,49.6339,63.4981,-14.34,96,77,2.72,KZ,1706658683
323,st. john's,47.5649,-52.7093,-4.01,80,75,7.72,CA,1706658683
324,kakching,24.4833,93.9833,4.73,79,57,0.19,IN,1706658683
325,newnham,-41.3833,147.1333,20.73,55,68,2.06,AU,1706658683
326,bairnsdale,-37.8333,147.6167,20.59,62,9,0.89,AU,1706658684
327,ellsworth,44.5434,-68.4195,-6.37,84,0,2.06,US,1706658684
328,kolokani,13.5728,-8.0339,20.84,16,73,4.39,ML,1706658684
329,yabelo,4.8833,38.0833,19.77,44,100,2.29,ET,1706658684
330,tahoua,14.8888,5.2692,19.31,19,24,6.09,NE,1706658684
331,kone,-21.0595,164.8658,28.89,64,90,0.76,NC,1706658685
332,azul,-36.777,-59.8585,30.59,21,36,2.42,AR,1706658685
333,rawson,-43.3002,-65.1023,24.6,49,1,3.17,AR,1706658685
334,san patricio,28.017,-97.5169,20.97,52,100,2.84,US,1706658686
335,linxia chengguanzhen,35.6003,103.2064,-2.77,41,100,0.63,CN,1706658686
336,mahina,-17.5065,-149.489,29.86,74,85,2.37,PF,1706658686
337,ambovombe,-25.1667,46.0833,23.05,83,74,7.41,MG,1706658686
338,piton saint-leu,-21.2196,55.3151,25.04,88,0,3.09,RE,1706658687
339,vondrozo,-22.8167,47.2833,17.86,96,97,1.32,MG,1706658687
340,port-cartier,50.0334,-66.8654,-12.18,95,41,1.99,CA,1706658687
341,gaspe,48.8334,-64.4819,-9.05,85,0,0.0,CA,1706658688
342,kourou,5.1552,-52.6478,27.03,89,37,3.98,GF,1706658688
343,palikir - national government center,6.9248,158.1611,28.47,69,100,5.66,FM,1706658688
344,sidney,-33.8679,151.2073,25.95,80,75,7.72,AU,1706658651
345,hemsby,52.6971,1.6918,5.23,92,27,3.87,GB,1706658689
346,geraldton,-28.7667,114.6,26.23,53,0,4.12,AU,1706658689
347,kampong thom,12.7111,104.8887,22.88,71,94,1.45,KH,1706658689
348,nagaoka,37.45,138.85,5.64,62,45,1.48,JP,1706658689
349,reggane,26.7158,0.1714,17.5,29,0,8.23,DZ,1706658690
350,lakes,61.6071,-149.3086,-14.1,76,20,0.45,US,1706658690
351,tommot,58.9564,126.2925,-40.66,99,65,0.66,RU,1706658690
352,nuku'alofa,-21.1333,-175.2,26.19,100,100,2.06,TO,1706658691
353,shingu,33.7333,135.9833,10.06,84,97,1.31,JP,1706658691
354,midvagur,62.0511,-7.1939,7.46,87,100,8.75,FO,1706658691
355,obo,5.3998,26.4869,22.23,29,87,2.25,CF,1706658691
356,troitskoye,52.9821,84.6757,-16.97,97,97,2.13,RU,1706658691
357,essaouira,31.5125,-9.77,15.72,36,100,1.54,MA,1706658692
358,neyshabur,36.2133,58.7958,0.32,64,16,0.25,IR,1706658692
359,sacueni,47.35,22.1,-1.88,83,7,0.82,RO,1706658692
360,vilyuchinsk,52.9306,158.4028,-14.48,67,99,2.79,RU,1706658692
361,sovetskiy,61.3614,63.5842,-11.17,95,100,3.58,RU,1706658692
362,brena alta,28.65,-17.7833,17.4,68,0,3.09,ES,1706658693
363,plettenberg bay,-34.0527,23.3716,21.34,79,100,2.46,ZA,1706658693
364,jurilovca,44.7667,28.8667,-4.95,77,6,2.55,RO,1706658693
365,anloga,5.7947,0.8973,27.22,78,7,3.68,GH,1706658694
366,altay,47.8667,88.1167,-12.31,72,100,1.77,CN,1706658694
367,lebu,-37.6167,-73.65,15.83,78,0,6.07,CL,1706658451
368,quellon,-43.1167,-73.6167,16.86,75,80,2.97,CL,1706658694
369,bel ombre,-4.6167,55.4167,28.91,74,20,1.03,SC,1706658694
370,qamdo,31.1667,97.2333,-11.34,53,100,3.19,CN,1706658695
371,porto novo,6.4965,2.6036,28.9,78,6,3.07,BJ,1706658695
372,zharkent,44.1628,80.0,-4.32,94,100,0.5,KZ,1706658695
373,castillos,-34.1667,-53.8333,18.73,82,0,2.76,UY,1706658695
374,sicuani,-14.2694,-71.2261,13.34,66,100,2.11,PE,1706658695
375,paita,-5.0892,-81.1144,24.42,82,93,5.2,PE,1706658696
376,amarpatan,24.3167,80.9833,12.78,54,100,1.76,IN,1706658696
377,turochak,52.2576,87.1224,-19.25,100,100,1.25,RU,1706658696
378,rio grande,-32.035,-52.0986,24.06,85,19,4.67,BR,1706658402
379,saudarkrokur,65.7461,-19.6394,-5.04,89,100,5.52,IS,1706658696
380,zaltan,32.947,11.8665,13.14,65,1,2.25,LY,1706658696
381,buckhannon,38.994,-80.232,6.3,67,100,2.06,US,1706658697
382,happy valley-goose bay,53.3168,-60.3315,-13.83,43,20,1.03,CA,1706658697
383,alofi,-19.0595,-169.9187,29.94,86,75,4.63,NU,1706658697
384,sao jose da coroa grande,-8.8978,-35.1478,26.13,74,6,4.17,BR,1706658697
385,mende,44.6667,3.5,2.14,86,35,1.25,FR,1706658698
386,antalaha,-14.9003,50.2788,24.02,88,98,2.49,MG,1706658698
387,cooma,-36.2333,149.1333,23.39,58,28,0.62,AU,1706658698
388,labrador city,52.9463,-66.9114,-14.05,47,20,4.12,CA,1706658698
389,minot,48.2325,-101.2963,10.12,62,0,3.6,US,1706658085
390,kralendijk,12.15,-68.2667,26.99,83,20,6.17,BQ,1706658699
391,pocone,-16.2567,-56.6228,23.26,92,86,3.87,BR,1706658699
392,luderitz,-26.6481,15.1594,18.67,85,2,3.83,NA,1706658699
393,ariquemes,-9.9133,-63.0408,25.7,88,67,0.57,BR,1706658574
394,itaituba,-4.2761,-55.9836,24.91,99,100,0.67,BR,1706658699
395,macapa,0.0389,-51.0664,27.99,83,20,3.09,BR,1706658700
396,al bardiyah,31.7561,25.0865,9.68,73,100,7.77,LY,1706658700
397,newman,37.3138,-121.0208,23.46,56,85,2.41,US,1706658700
398,cabo san lucas,22.8909,-109.9124,28.61,51,100,6.17,MX,1706658414
399,ujae,8.9322,165.7642,27.1,76,100,9.4,MH,1706658700
400,pustoshka,56.3355,29.369,-1.23,94,100,2.22,RU,1706658700
401,kitsuki,33.4167,131.6167,7.89,100,75,0.51,JP,1706658701
402,jitra,6.2681,100.4217,22.94,94,20,1.03,MY,1706658701
403,al kharijah,25.4514,30.5464,8.27,44,0,2.66,EG,1706658701
404,psachna,38.5833,23.6333,5.4,78,100,12.52,GR,1706658701
405,"laikit, laikit ii (dimembe)",1.4792,124.9735,23.47,94,40,2.06,ID,1706658701
406,chadan,51.2833,91.5833,-28.24,97,97,0.37,RU,1706658702
407,twon-brass,4.3151,6.2418,27.23,83,93,4.52,NG,1706658702
408,laguna,38.421,-121.4238,22.83,67,0,4.63,US,1706658702
409,labuan,5.2767,115.2417,27.2,88,20,1.54,MY,1706658702
410,taulaga,-11.0553,-171.0883,29.32,63,65,1.84,AS,1706658702
411,nagqu,31.5,92.0,-12.59,54,100,0.76,CN,1706658702
412,shitanjing,39.2342,106.3439,-4.45,34,100,2.56,CN,1706658703
413,ostroda,53.6967,19.9649,2.64,76,98,4.68,PL,1706658703
414,teknaf,20.8624,92.3058,15.06,55,46,1.84,BD,1706658703
415,lethem,3.3803,-59.7968,29.44,60,55,5.3,GY,1706658703
416,aitape,-3.1374,142.3475,28.46,77,100,2.02,PG,1706658704
417,monrovia,6.3005,-10.7969,25.87,83,40,3.04,LR,1706658704
418,nurota,40.5614,65.6886,-2.15,72,99,4.83,UZ,1706658704
419,moletai,55.2333,25.4167,-0.11,87,100,3.65,LT,1706658704
420,mount isa,-20.7333,139.5,24.87,94,100,9.26,AU,1706658705
421,vlore,40.4667,19.4897,5.48,51,0,2.89,AL,1706658705
422,port alfred,-33.5906,26.891,21.77,92,100,2.06,ZA,1706658705
423,smyrna,33.884,-84.5144,14.38,55,0,3.09,US,1706658705
424,basco,20.4487,121.9702,23.99,73,24,10.41,PH,1706658705
425,cocal,-28.6167,-49.35,20.74,96,27,0.56,BR,1706658705
426,gracemere,-23.4333,150.45,27.95,74,100,3.6,AU,1706658706
427,zhangye,38.9342,100.4517,-5.8,40,100,1.45,CN,1706658706
428,negapatam,10.7667,79.8333,25.07,83,55,3.43,IN,1706658706
429,silute,55.3489,21.4831,1.45,84,100,3.27,LT,1706658706
430,pizarro,4.9533,-77.366,26.62,86,83,3.05,CO,1706658706
431,el granada,37.5027,-122.4694,20.53,69,75,4.63,US,1706658707
432,tionk essil,12.7856,-16.5217,24.98,41,100,1.72,SN,1706658707
433,fandriana,-20.2333,47.3833,14.29,97,100,0.37,MG,1706658707
434,ban dung,17.699,103.2596,22.79,100,84,1.4,TH,1706658707
435,mhangura,-16.8939,30.1683,18.86,86,97,1.35,ZW,1706658708
436,trincomalee,8.5711,81.2335,26.44,84,21,4.71,LK,1706658708
437,charters towers,-20.1,146.2667,33.39,49,82,1.11,AU,1706658708
438,argo,37.6333,22.7333,4.32,92,98,7.15,GR,1706658708
439,sao gotardo,-19.3111,-46.0489,22.01,52,99,1.12,BR,1706658708
440,eastham,41.8301,-69.9739,-1.99,70,100,2.06,US,1706658709
441,fortuna,40.5982,-124.1573,18.7,60,0,9.77,US,1706658709
442,kalmunai,7.4167,81.8167,24.28,92,15,2.84,LK,1706658709
443,pangkalanbuun,-2.6833,111.6167,24.93,94,100,0.37,ID,1706658709
444,mersing,2.4312,103.8405,25.95,89,20,3.6,MY,1706658709
445,san luis de la loma,17.2706,-100.8939,27.37,66,100,2.43,MX,1706658710
446,kavaratti,10.5669,72.642,27.33,68,56,3.18,IN,1706658710
447,queenstown,-31.8976,26.8753,18.74,97,100,1.17,ZA,1706658521
448,djamaa,33.5339,5.9931,13.19,59,100,2.1,DZ,1706658710
449,khanty-mansiysk,61.0042,69.0019,-13.94,78,75,5.0,RU,1706658710
450,nar'yan-mar,67.6713,53.087,-6.05,92,42,4.92,RU,1706658710
451,tosontsengel,48.7567,98.2839,-31.25,99,8,0.35,MN,1706658711
452,kucove,40.8003,19.9167,3.61,56,0,2.33,AL,1706658711
453,chul'man,56.8479,124.9104,-40.73,100,100,0.98,RU,1706658711
454,bereeda,11.8704,51.0579,23.9,74,79,3.68,SO,1706658712
455,lazaro cardenas,17.9583,-102.2,26.98,65,100,2.55,MX,1706658530
456,hotan,37.0997,79.9269,-1.54,52,93,1.65,CN,1706658712
457,hadibu,12.65,54.0333,23.87,78,82,2.85,YE,1706658712
458,hilo,19.7297,-155.09,29.6,68,20,4.12,US,1706658712
459,cockburn town,21.4612,-71.1419,23.73,58,5,5.12,TC,1706658712
460,island harbour,50.724,-1.2758,7.4,81,96,0.89,GB,1706658713
461,sault ste. marie,46.5168,-84.3333,2.16,96,100,0.0,CA,1706658599
462,brandon,27.9378,-82.2859,15.95,69,0,2.06,US,1706658467
463,abuja,9.0574,7.4898,24.08,20,57,3.55,NG,1706658713
464,zakamensk,50.3741,103.2863,-28.06,100,53,1.24,RU,1706658713
465,shiraoi,42.55,141.35,-4.58,66,86,0.47,JP,1706658713
466,bubaque,11.2833,-15.8333,25.69,64,93,4.72,GW,1706658714
467,las heras,-46.5419,-68.9359,20.89,37,61,12.48,AR,1706658714
468,souillac,-20.5167,57.5167,26.21,83,75,1.54,MU,1706658714
469,lewisburg,35.4492,-86.7889,13.39,58,75,1.54,US,1706658714
470,kinmparana,12.8402,-4.9199,24.75,15,86,3.76,ML,1706658714
471,shalqar,47.8333,59.6,-7.12,95,100,6.3,KZ,1706658715
472,margate,51.3813,1.3862,7.39,89,99,0.45,GB,1706658695
473,archangelos,36.2149,28.1149,9.62,68,98,1.46,GR,1706658715
474,longonjo,-12.9067,15.2533,18.34,97,100,0.96,AO,1706658715
475,nambucca,-30.6333,152.9833,27.13,66,79,2.66,AU,1706658715
476,bulungu,-4.55,18.6,21.96,98,100,1.34,CD,1706658715
477,ujar,40.519,47.6542,3.1,84,100,1.35,AZ,1706658716
478,tulle,45.3333,1.8333,7.97,95,13,1.1,FR,1706658716
479,kiunga,-6.1219,141.2906,26.44,94,97,1.18,PG,1706658716
480,cristalina,-16.7686,-47.6136,19.47,78,84,1.45,BR,1706658716
481,acapulco de juarez,16.8634,-99.8901,28.9,70,75,2.57,MX,1706658634
482,urengoy,65.9667,78.3667,-22.43,96,38,5.01,RU,1706658717
483,sanctuary point,-35.1114,150.629,21.85,90,100,4.0,AU,1706658717
484,warman,52.3168,-106.5679,4.95,75,75,6.69,CA,1706658717
485,lucapa,-8.4192,20.7447,20.08,89,100,0.56,AO,1706658718
486,susuman,62.7833,148.1667,-35.09,99,97,0.64,RU,1706658718
487,mirny,62.5353,113.9611,-28.76,75,92,1.53,RU,1706658718
488,baldeogarh,24.755,79.0681,14.11,54,100,1.87,IN,1706658718
489,crieff,56.3727,-3.8389,6.09,88,99,6.47,GB,1706658718
490,pontes e lacerda,-15.2261,-59.3353,28.18,62,82,1.0,BR,1706658718
491,san andres,12.5847,-81.7006,28.01,69,40,4.63,CO,1706658719
492,boende,-0.2167,20.8667,24.93,67,100,0.42,CD,1706658719
493,samana,19.2056,-69.3369,23.02,85,61,4.3,DO,1706658719
494,masterton,-40.9597,175.6575,22.16,76,100,1.79,NZ,1706658719
495,north las vegas,36.1989,-115.1175,22.99,26,0,5.81,US,1706658503
496,santa barbara,34.7333,-120.0343,20.31,28,0,5.14,US,1706658480
497,moratuwa,6.773,79.8816,25.01,90,42,1.98,LK,1706658720
498,nafplio,37.5683,22.8053,4.83,91,99,7.49,GR,1706658720
499,hobyo,5.3505,48.5268,24.9,75,90,6.76,SO,1706658720
500,sarzeau,47.5333,-2.7667,8.97,84,99,3.37,FR,1706658720
501,kayakent,42.3874,47.903,-0.36,65,11,1.06,RU,1706658721
502,berezovyy,51.6667,135.7,-22.46,80,48,0.64,RU,1706658721
503,suez,29.9737,32.5263,9.17,61,5,2.09,EG,1706658721
504,les cayes,18.2,-73.75,23.34,84,36,2.91,HT,1706658721
505,valparaiso,-33.0393,-71.6273,20.13,79,20,4.12,CL,1706658456
506,bandon,51.7469,-8.7425,6.77,75,82,6.89,IE,1706658721
507,makokou,0.5738,12.8642,23.21,80,100,1.38,GA,1706658722
508,rio claro,-22.4114,-47.5614,26.89,63,100,1.13,BR,1706658565
509,upata,8.0086,-62.3989,27.88,67,99,3.06,VE,1706658722
510,turbat,26.0023,63.044,20.51,42,100,1.58,PK,1706658722
511,puerto deseado,-47.7503,-65.8938,20.02,53,19,8.78,AR,1706658722
512,dakhla,23.6848,-15.958,19.25,62,0,5.65,EH,1706658723
513,tvoroyri,61.5556,-6.8111,6.69,93,100,10.75,FO,1706658723
514,shkoder,42.0683,19.5126,0.1,58,0,1.81,AL,1706658723
515,lata,40.1629,-8.3327,9.95,78,95,2.0,PT,1706658723
516,ar ruseris,11.8659,34.3869,23.78,18,65,4.05,SD,1706658723
517,kailua-kona,19.6406,-155.9956,28.06,77,75,6.69,US,1706658467
518,goz beida,13.95,20.55,19.19,22,1,4.2,TD,1706658724
519,kimbe,-5.5502,150.1429,29.59,71,48,2.13,PG,1706658724
520,port saint john's,-31.6229,29.5448,22.73,93,100,2.7,ZA,1706658724
521,keflavik,64.0049,-22.5624,-1.05,80,75,10.29,IS,1706658724
522,khandyga,62.6667,135.6,-43.54,100,100,0.77,RU,1706658724
523,east ballina,-28.8667,153.5833,26.56,64,99,4.15,AU,1706658725
524,stephenville,32.2207,-98.2023,22.07,24,0,1.54,US,1706658453
525,biltine,14.5333,20.9167,19.46,22,0,6.07,TD,1706658725
526,malango,-2.9627,119.9001,23.38,89,94,0.35,ID,1706658725
527,vanimo,-2.6741,141.3028,28.43,76,99,1.68,PG,1706658725
528,moab,38.5733,-109.5498,14.03,45,0,1.52,US,1706658638
529,marsh harbour,26.5412,-77.0636,20.11,53,69,1.81,BS,1706658726
530,sao lourenco do oeste,-26.3592,-52.8511,19.16,70,29,2.04,BR,1706658726
531,kintinku,-5.8833,35.2333,19.86,98,100,1.08,TZ,1706658726
532,kletskaya,49.3145,43.0584,-3.3,95,96,3.06,RU,1706658726
533,guaraniacu,-25.1008,-52.8781,20.7,65,73,0.57,BR,1706658727
534,barra,-11.0894,-43.1417,24.82,76,34,1.27,BR,1706658727
535,agat village,13.3886,144.6585,28.52,62,0,8.75,GU,1706658727
536,caconda,-13.7333,15.0667,16.78,91,100,1.01,AO,1706658727
537,birobidzhan,48.8,132.95,-25.66,89,94,1.35,RU,1706658727
538,boa vista,2.8197,-60.6733,28.99,61,75,4.12,BR,1706658728
539,thirroul,-34.3167,150.9167,25.97,76,84,2.63,AU,1706658728
540,zemio,5.0314,25.1361,21.63,36,100,1.61,CF,1706658728
541,vyritsa,59.4078,30.3481,0.31,97,100,3.57,RU,1706658728
542,howard springs,-12.497,131.047,29.37,93,88,3.57,AU,1706658728
543,mirnyy,62.5353,113.9611,-28.76,75,92,1.53,RU,1706658729
544,luanda,-8.8368,13.2343,28.0,2,65,2.06,AO,1706658729
545,visby,57.6409,18.296,4.34,93,75,6.17,SE,1706658449
546,saint joseph,39.7686,-94.8466,6.81,74,3,2.91,US,1706658689
547,ronne,55.1009,14.7066,4.95,93,100,5.14,DK,1706658729
548,tofol,5.3248,163.0078,28.88,74,100,7.2,FM,1706658730
549,white city,42.4374,-122.8589,20.99,38,0,8.23,US,1706658730
550,nogliki,51.8333,143.1667,-19.87,93,57,3.24,RU,1706658730
551,al bawiti,28.3492,28.8659,8.05,51,3,2.79,EG,1706658730
552,luena,-11.7833,19.9167,17.69,96,97,1.14,AO,1706658730
553,gadzhiyevo,69.2551,33.3362,2.03,80,96,12.83,RU,1706658731
554,guer,47.9062,-2.1231,5.61,85,100,1.83,FR,1706658731
555,puerto san jose,13.9256,-90.8244,27.96,59,37,4.36,GT,1706658731
556,toamasina,-18.1667,49.3833,25.0,94,40,2.06,MG,1706658731
557,touza,35.6354,10.8273,9.81,93,20,1.54,TN,1706658731
558,norilsk,69.3535,88.2027,-18.1,80,99,3.67,RU,1706658732
559,coahuayana de hidalgo,18.7,-103.6583,26.24,72,100,1.38,MX,1706658732
560,patterson,37.4716,-121.1297,22.88,56,88,2.99,US,1706658732
561,mata-utu,-13.2816,-176.1745,29.61,77,99,6.84,WF,1706658732
562,howrah,22.5892,88.3103,19.0,94,75,2.57,IN,1706658732
563,le vauclin,14.5452,-60.8388,26.03,83,0,0.0,MQ,1706658733
564,bonito,-21.1211,-56.4819,24.25,68,51,1.41,BR,1706658733
565,nabire,-3.3667,135.4833,27.84,79,93,1.09,ID,1706658733
566,hajo,26.25,91.5333,13.02,94,20,0.0,IN,1706658733
567,vilyuysk,63.7553,121.6247,-25.16,99,100,1.27,RU,1706658734
568,balabac,7.9868,117.0645,27.08,78,66,6.8,PH,1706658735
569,gizo,-8.103,156.8419,27.98,74,99,4.32,SB,1706658735
570,peterhead,57.5058,-1.7981,4.69,83,89,8.9,GB,1706658735
571,sur,22.5667,59.5289,22.82,80,98,2.21,OM,1706658735
572,roja,57.5,22.8167,2.15,93,100,4.28,LV,1706658736
573,pontianak,-0.0333,109.3333,23.99,100,40,2.06,ID,1706658736
574,kamen'-na-obi,53.7884,81.3423,-22.1,99,97,2.39,RU,1706658736
575,half moon bay,37.4636,-122.4286,20.95,66,75,5.14,US,1706658603
576,bonaberi,4.0779,9.6759,26.98,100,63,0.0,CM,1706658736
577,andergrove,-21.0833,149.1833,30.91,75,99,1.04,AU,1706658737
578,karratha,-20.7377,116.8463,27.69,70,73,2.66,AU,1706658737
579,buka,40.8108,69.1986,0.89,98,100,2.51,UZ,1706658737
580,zheleznodorozhnyy,55.7503,38.0042,-0.71,99,98,0.95,RU,1706658737
581,al ghayzah,16.2079,52.176,24.73,71,82,2.5,YE,1706658737
582,caxito,-8.5785,13.6643,25.43,94,96,1.12,AO,1706658737
583,fortaleza,-3.7227,-38.5247,30.04,87,20,3.09,BR,1706658587
584,guatrache,-37.6678,-63.5302,22.1,72,83,3.6,AR,1706658738
585,kiselevsk,53.99,86.6621,-22.24,100,83,0.47,RU,1706658738
586,benemerito de las americas,16.5167,-90.6439,20.11,75,99,1.02,MX,1706658738
587,mundybash,53.211,87.2983,-20.75,100,91,1.24,RU,1706658738
